yumeng@gmail.com,Yumeng,Ren,Data200,90,A
student516@university.edu,Carter,Lee,CS124,F,55.1
student517@university.edu,Emma,Stewart,CS124,C,75.8
student518@university.edu,Jonathan,James,CS124,B,90.6
student519@university.edu,Victoria,Foster,CS124,D,71.4
student520@university.edu,Olivia,Cruz,CS124,D,62.0
student521@university.edu,Aria,Martin,CS125,A,95.4
student522@university.edu,Matthew,Cox,CS125,C,81.6
student523@university.edu,David,Turner,CS125,D,60.8
student524@university.edu,Mason,Garcia,CS125,C,75.0
student525@university.edu,Mason,Evans,CS125,A,98.6
student526@university.edu,Ryan,Clark,CS125,B,90.5
student527@university.edu,Ethan,Jones,CS125,B,88.0
student528@university.edu,Christopher,Brown,CS125,C,83.2
student529@university.edu,Zoey,Russell,CS125,C,79.2
student530@university.edu,Samuel,Carter,CS125,D,72.8
student531@university.edu,Lillian,Thompson,CS125,F,58.2
student532@university.edu,Emma,Miller,CS125,A,97.5
student533@university.edu,Joshua,Sanders,CS125,A,94.6
student534@university.edu,Zoe,White,CS125,C,81.1
student535@university.edu,Hunter,Williams,CS125,D,72.5
student536@university.edu,Allison,Ward,CS125,D,62.3
student537@university.edu,Camila,Nelson,CS125,B,90.2
student538@university.edu,Emma,Jones,CS125,D,64.3
student539@university.edu,Aiden,Hughes,CS125,B,91.5
student540@university.edu,Aria,Cox,CS125,C,79.3
student541@university.edu,Josiah,Evans,CS126,B,92.8
student542@university.edu,David,Baker,CS126,F,58.0
student543@university.edu,Lily,Bennett,CS126,D,65.3
student544@university.edu,Charlotte,Martinez,CS126,C,81.1
student545@university.edu,Alexander,Edwards,CS126,C,84.9
student546@university.edu,Joshua,Powell,CS126,C,84.4
student547@university.edu,Jackson,White,CS126,F,59.1
student548@university.edu,Lucas,Gomez,CS126,F,58.8
student549@university.edu,Wyatt,Martinez,CS126,D,69.0
student550@university.edu,Isabella,Bennett,CS126,C,80.3
student551@university.edu,Aria,Johnson,CS126,D,70.0
student552@university.edu,Camila,Ford,CS126,D,61.9
student553@university.edu,Liam,Sanders,CS126,F,58.9
student554@university.edu,Harper,Coleman,CS126,D,65.9
student555@university.edu,Lily,Nelson,CS126,F,57.0
student556@university.edu,Aria,Diaz,CS126,C,81.1
student557@university.edu,Nathan,Jones,CS126,C,84.0
student558@university.edu,Samuel,Stewart,CS126,A,98.0
student559@university.edu,Ellie,Bennett,CS126,D,69.0
student560@university.edu,Riley,Carter,CS126,C,79.9
student561@university.edu,Ethan,Brown,CS126,B,91.5
student562@university.edu,Hannah,Cruz,CS127,C,78.2
student563@university.edu,Sophia,Rogers,CS127,D,62.6
student564@university.edu,David,Watson,CS127,B,86.9
student565@university.edu,Jackson,Rodriguez,CS127,C,84.3
student566@university.edu,Elijah,Sanchez,CS127,D,73.5
student567@university.edu,Zoe,Parker,CS127,D,74.6
student568@university.edu,Emma,Davis,CS127,C,77.3
student569@university.edu,Joshua,Stewart,CS127,F,56.8
student570@university.edu,Penelope,Robinson,CS127,F,58.8
student571@university.edu,Evelyn,Johnson,CS127,A,97.8
student572@university.edu,Jacob,Ross,CS127,C,77.0
student573@university.edu,Anna,Sanders,CS127,F,59.5
student574@university.edu,Nora,Fox,CS127,D,62.3
student575@university.edu,Benjamin,Baker,CS127,D,68.1
student576@university.edu,Sophia,Torres,CS127,C,76.5
student577@university.edu,Sebastian,Bennett,CS127,C,83.9
student578@university.edu,Elijah,King,CS127,B,89.7
student579@university.edu,Claire,Hall,CS127,A,93.7
student580@university.edu,Stella,Morris,CS127,B,90.6
student581@university.edu,Isaiah,Hall,CS127,D,72.4
student582@university.edu,Eleanor,Cruz,CS127,D,72.8
student583@university.edu,Elizabeth,Watson,CS127,F,57.3
student584@university.edu,Nora,Morris,CS128,F,59.7
student585@university.edu,Ella,Wilson,CS128,F,58.6
student586@university.edu,Zoe,Rivera,CS128,D,61.8
student587@university.edu,Aiden,Wright,CS128,D,64.5
student588@university.edu,Sebastian,Richardson,CS128,F,56.3
student589@university.edu,Benjamin,Shaw,CS128,C,84.8
student590@university.edu,Isaac,Stewart,CS128,A,95.3
student591@university.edu,Landon,Robinson,CS128,C,77.6
student592@university.edu,Brooklyn,Russell,CS128,B,89.8
student593@university.edu,Nora,Hill,CS128,B,91.0
student594@university.edu,Grace,Robinson,CS128,C,82.9
student595@university.edu,Sofia,Lee,CS128,C,83.4
student596@university.edu,Josiah,Martin,CS128,C,76.7
student597@university.edu,Christopher,Allen,CS128,B,86.2
student598@university.edu,Sofia,Johnson,CS128,C,79.7
student599@university.edu,Anna,Collins,CS128,D,69.5
student600@university.edu,Samantha,Murphy,CS128,B,86.0
student601@university.edu,Claire,Phillips,CS128,D,70.0
student602@university.edu,Gabriel,Wood,CS128,F,59.9
student603@university.edu,Ethan,Wright,CS128,A,97.8
student604@university.edu,Christian,Jackson,CS129,D,65.1
student605@university.edu,William,Williams,CS129,D,71.8
student606@university.edu,Addison,Murphy,CS129,D,70.1
student607@university.edu,Sophia,Young,CS129,D,60.5
student608@university.edu,Sophia,Carter,CS129,A,94.5
student609@university.edu,Lillian,Bennett,CS129,D,63.4
student610@university.edu,Ella,Allen,CS129,A,97.7
student611@university.edu,Nora,Wright,CS129,C,77.9
student612@university.edu,Connor,Edwards,CS129,D,61.6
student613@university.edu,Emily,Graham,CS129,F,56.6
student614@university.edu,Riley,Peterson,CS129,C,83.4
student615@university.edu,Mia,Jackson,CS129,A,99.2
student616@university.edu,Scarlett,Butler,CS129,F,55.3
student617@university.edu,Joshua,Reynolds,CS129,A,93.6
student618@university.edu,Lucas,Sanchez,CS129,B,85.1
student619@university.edu,Lily,Hall,CS129,C,79.3
student620@university.edu,Aria,Anderson,CS129,A,98.1
student621@university.edu,Ava,King,CS129,C,79.3
student622@university.edu,Benjamin,King,CS129,B,92.7
student623@university.edu,Brooklyn,Gonzalez,CS129,A,99.5
student624@university.edu,Penelope,Diaz,CS129,D,68.1
student625@university.edu,Chloe,Miller,CS129,D,67.3
student626@university.edu,Christopher,Barnes,CS130,B,87.7
student627@university.edu,Sebastian,Bell,CS130,B,87.1
student628@university.edu,Violet,Mitchell,CS130,D,69.8
student629@university.edu,Sophia,Baker,CS130,C,80.3
student630@university.edu,Sebastian,Russell,CS130,D,64.0
student631@university.edu,Mason,Freeman,CS130,D,62.2
student632@university.edu,Emma,Rogers,CS130,D,65.8
student633@university.edu,Savannah,Anderson,CS130,B,87.8
student634@university.edu,Abigail,Brooks,CS130,A,93.6
student635@university.edu,Allison,Powell,CS130,C,81.2
student636@university.edu,Andrew,Burns,CS130,C,76.4
student637@university.edu,Grace,Thomas,CS130,A,98.9
student638@university.edu,Emma,Bell,CS130,D,65.6
student639@university.edu,Hunter,Anderson,CS130,A,97.9
student640@university.edu,Lucas,Peterson,CS130,D,61.6
student641@university.edu,Liam,Thomas,CS130,A,93.2
student642@university.edu,Olivia,Young,CS130,C,77.6
student643@university.edu,Mason,Cooper,CS130,B,88.5
student644@university.edu,Harper,Evans,CS130,D,68.1
student645@university.edu,Matthew,Rogers,CS130,C,82.3
student646@university.edu,Matthew,Turner,CS130,D,61.3
student647@university.edu,Alexander,Patterson,CS130,A,95.3
student648@university.edu,Elizabeth,Brooks,CS131,F,59.1
student649@university.edu,Savannah,Lewis,CS131,A,97.3
student650@university.edu,Caleb,Perez,CS131,D,69.9
student651@university.edu,Sophia,Cruz,CS131,B,87.4
student652@university.edu,Samantha,Chapman,CS131,D,68.1
student653@university.edu,Mason,Torres,CS131,D,66.8
student654@university.edu,Ethan,Evans,CS131,D,73.8
student655@university.edu,Michael,Howard,CS131,A,99.1
student656@university.edu,Samantha,Howard,CS131,F,55.9
student657@university.edu,Charles,Allen,CS131,D,73.3
student658@university.edu,Christian,Burns,CS131,B,85.6
student659@university.edu,Lily,Bryant,CS131,C,75.9
student660@university.edu,Aiden,Long,CS131,C,81.8
student661@university.edu,Josiah,Torres,CS131,B,89.0
student662@university.edu,Lucas,Shaw,CS131,C,75.6
student663@university.edu,Thomas,Gibson,CS131,C,76.0
student664@university.edu,Jayden,King,CS131,F,57.7
student665@university.edu,David,Sanchez,CS131,A,98.3
student666@university.edu,Thomas,Carter,CS131,A,94.0
student667@university.edu,Aiden,Rodriguez,CS131,C,84.8
student668@university.edu,Carter,Russell,CS131,D,67.1
student669@university.edu,Christopher,Gibson,CS131,D,71.9
student670@university.edu,Asher,Ford,CS132,D,65.5
student671@university.edu,Josiah,Hall,CS132,D,65.3
student672@university.edu,David,Richardson,CS132,F,58.9
student673@university.edu,Logan,Allen,CS132,D,65.8
student674@university.edu,Jacob,Baker,CS132,C,78.7
student675@university.edu,Ella,Martin,CS132,C,80.7
student676@university.edu,Logan,Gibson,CS132,F,55.0
student677@university.edu,Alexa,Patterson,CS132,D,65.8
student678@university.edu,David,Scott,CS132,D,71.9
student679@university.edu,Hunter,Burns,CS132,C,77.6
student680@university.edu,Jackson,Cox,CS132,A,99.5
student681@university.edu,Aiden,Parker,CS132,A,95.3
student682@university.edu,Alexander,Nelson,CS132,A,95.5
student683@university.edu,Scarlett,Ford,CS132,A,98.2
student684@university.edu,Hunter,Burns,CS132,C,80.2
student685@university.edu,Avery,Chapman,CS132,F,56.6
student686@university.edu,Riley,Chapman,CS132,A,98.7
student687@university.edu,Evelyn,Sullivan,CS132,A,97.3
student688@university.edu,Michael,Sanchez,CS132,B,90.6
student689@university.edu,Lucas,Perez,CS132,A,100.0
student690@university.edu,Eleanor,Cruz,CS132,B,85.7
student691@university.edu,Savannah,Russell,CS133,B,91.0
student692@university.edu,Evelyn,Brown,CS133,C,80.4
student693@university.edu,Christian,Reynolds,CS133,C,77.9
student694@university.edu,Luke,Sanchez,CS133,C,83.7
student695@university.edu,Skylar,Peterson,CS133,D,67.5
student696@university.edu,Leah,Butler,CS133,D,68.1
student697@university.edu,Sebastian,Gibson,CS133,C,77.5
student698@university.edu,Ella,Perez,CS133,D,71.6
student699@university.edu,Lincoln,Smith,CS133,B,90.8
student700@university.edu,Stella,Gray,CS133,D,68.9
student701@university.edu,Nathan,Fox,CS133,A,97.0
student702@university.edu,Isaac,Nelson,CS133,D,60.1
student703@university.edu,Christopher,Ross,CS133,D,69.6
student704@university.edu,Noah,Brooks,CS133,C,81.6
student705@university.edu,Charles,Kelly,CS133,D,68.4
student706@university.edu,Caleb,Hughes,CS133,D,68.1
student707@university.edu,Lillian,Cox,CS133,F,56.7
student708@university.edu,Alexander,Smith,CS133,B,89.3
student709@university.edu,Joshua,Powell,CS133,D,60.4
student710@university.edu,Logan,Rodriguez,CS133,F,56.0
student711@university.edu,Ella,Gonzalez,CS134,F,59.0
student712@university.edu,David,Baker,CS134,C,75.3
student713@university.edu,Layla,Johnson,CS134,F,55.9
student714@university.edu,Thomas,Ward,CS134,D,73.5
student715@university.edu,Charlotte,Shaw,CS134,D,68.5
student716@university.edu,Thomas,Gibson,CS134,B,89.7
student717@university.edu,David,Robinson,CS134,B,91.5
student718@university.edu,Henry,Rivera,CS134,D,60.0
student719@university.edu,Grace,Wood,CS134,B,86.7
student720@university.edu,Aiden,Reynolds,CS134,F,55.2
student721@university.edu,Alexander,Hill,CS134,C,77.1
student722@university.edu,Hunter,Dixon,CS134,B,92.3
student723@university.edu,Zoe,Brooks,CS134,B,86.4
student724@university.edu,Hunter,Torres,CS134,D,73.8
student725@university.edu,Isaiah,Reynolds,CS134,D,62.7
student726@university.edu,Mason,Morgan,CS134,C,80.4
student727@university.edu,Mia,Wright,CS134,D,70.1
student728@university.edu,Leo,Collins,CS134,D,60.5
student729@university.edu,Riley,Cole,CS134,B,90.2
student730@university.edu,Scarlett,Harris,CS134,A,94.1
student731@university.edu,Riley,Richardson,CS135,A,95.1
student732@university.edu,Violet,Campbell,CS135,F,58.5
student733@university.edu,Ethan,Cox,CS135,A,99.0
student734@university.edu,Grace,Edwards,CS135,B,88.3
student735@university.edu,Ellie,Wilson,CS135,B,87.4
student736@university.edu,Lincoln,Long,CS135,B,89.9
student737@university.edu,Hunter,Gibson,CS135,D,66.0
student738@university.edu,Stella,Hughes,CS135,D,65.4
student739@university.edu,Anna,Richardson,CS135,C,82.4
student740@university.edu,David,Graham,CS135,A,94.1
student741@university.edu,Elijah,Cruz,CS135,C,81.4
student742@university.edu,Isabella,Hill,CS135,D,61.7
student743@university.edu,Paisley,Ross,CS135,D,60.2
student744@university.edu,Daniel,Perez,CS135,D,60.6
student745@university.edu,Charles,Sanders,CS135,B,90.0
student746@university.edu,Connor,Moore,CS135,D,62.3
student747@university.edu,Eleanor,Ross,CS135,C,76.3
student748@university.edu,Eli,Patterson,CS135,C,75.3
student749@university.edu,Grace,King,CS135,B,89.2
student750@university.edu,Riley,Perez,CS135,C,77.6
student751@university.edu,James,Diaz,CS135,A,99.1
student752@university.edu,Gabriel,Bell,CS135,D,64.4
student753@university.edu,Julian,Cooper,CS136,D,67.1
student754@university.edu,Allison,Barnes,CS136,A,96.8
student755@university.edu,Jackson,Kelly,CS136,A,97.3
student756@university.edu,Jacob,Martin,CS136,F,58.9
student757@university.edu,Samuel,Thomas,CS136,B,90.0
student758@university.edu,Lillian,Phillips,CS136,C,77.8
student759@university.edu,Mila,Bryant,CS136,C,83.8
student760@university.edu,Ella,Reed,CS136,D,74.9
student761@university.edu,Joshua,Miller,CS136,C,81.7
student762@university.edu,Allison,Phillips,CS136,B,88.7
student763@university.edu,Joshua,Williams,CS136,D,63.9
student764@university.edu,Mia,Rivera,CS136,D,74.7
student765@university.edu,Aria,Phillips,CS136,B,92.0
student766@university.edu,Skylar,Miller,CS136,B,89.5
student767@university.edu,Evelyn,Baker,CS136,B,92.7
student768@university.edu,Asher,Clark,CS136,D,63.0
student769@university.edu,Michael,James,CS136,A,99.3
student770@university.edu,Connor,Campbell,CS136,C,77.9
student771@university.edu,Isaac,Powell,CS136,C,83.1
student772@university.edu,Eli,Harris,CS136,B,87.5
student773@university.edu,Harper,Evans,CS136,D,68.7
student774@university.edu,Sophia,Allen,CS137,B,87.2
student775@university.edu,Nora,Anderson,CS137,C,82.9
student776@university.edu,Savannah,Garcia,CS137,F,55.7
student777@university.edu,Matthew,Walker,CS137,B,92.7
student778@university.edu,Asher,Phillips,CS137,B,88.0
student779@university.edu,Noah,Wood,CS137,B,90.4
student780@university.edu,Ethan,Harris,CS137,F,58.9
student781@university.edu,Victoria,Ward,CS137,A,98.1
student782@university.edu,Allison,Campbell,CS137,D,65.3
student783@university.edu,Jayden,Hughes,CS137,B,89.9
student784@university.edu,Eleanor,Coleman,CS137,B,86.2
student785@university.edu,Grace,Anderson,CS137,B,87.9
student786@university.edu,Luke,Freeman,CS137,A,95.8
student787@university.edu,Savannah,Barnes,CS137,A,99.5
student788@university.edu,Amelia,Scott,CS137,C,82.9
student789@university.edu,Elijah,Clark,CS137,D,74.5
student790@university.edu,Mason,King,CS137,A,96.2
student791@university.edu,Matthew,Thomas,CS137,C,78.4
student792@university.edu,Thomas,Shaw,CS137,D,64.5
student793@university.edu,Brooklyn,Walker,CS137,F,58.9
student794@university.edu,Landon,Miller,CS138,F,57.7
student795@university.edu,Aubrey,Williams,CS138,C,77.9
student796@university.edu,Michael,Sullivan,CS138,B,85.1
student797@university.edu,Nathan,James,CS138,F,58.7
student798@university.edu,Sophia,Jackson,CS138,C,84.4
student799@university.edu,Anna,Carter,CS138,B,92.5
student800@university.edu,Sophia,Baker,CS138,A,99.6
student801@university.edu,Logan,Sanders,CS138,B,91.8
student802@university.edu,Abigail,Brooks,CS138,F,56.1
student803@university.edu,Lincoln,White,CS138,C,77.4
student804@university.edu,Abigail,Ross,CS138,C,77.7
student805@university.edu,Aiden,Freeman,CS138,C,75.6
student806@university.edu,Avery,Martin,CS138,C,82.6
student807@university.edu,Aiden,Brooks,CS138,A,93.3
student808@university.edu,Sebastian,Patterson,CS138,A,95.7
student809@university.edu,Owen,Hall,CS138,D,60.2
student810@university.edu,Jayden,Taylor,CS138,F,56.6
student811@university.edu,Daniel,Turner,CS138,B,92.0
student812@university.edu,Nora,Hill,CS138,D,65.0
student813@university.edu,Stella,Sanders,CS138,D,65.2
student814@university.edu,Sofia,Watson,CS138,F,55.3
student815@university.edu,Lucas,Edwards,CS139,B,92.2
student816@university.edu,Elijah,Martin,CS139,A,93.7
student817@university.edu,Joshua,Brown,CS139,A,97.9
student818@university.edu,Elijah,Lewis,CS139,B,89.6
student819@university.edu,Aubrey,Parker,CS139,D,73.2
student820@university.edu,Lincoln,Green,CS139,C,82.2
student821@university.edu,Lillian,Garcia,CS139,A,94.4
student822@university.edu,Violet,Robinson,CS139,A,96.4
student823@university.edu,Connor,Burns,CS139,C,83.2
student824@university.edu,Harper,Gonzalez,CS139,F,57.2
student825@university.edu,Skylar,Perez,CS139,C,75.3
student826@university.edu,Eleanor,Phillips,CS139,D,64.6
student827@university.edu,Jackson,Brooks,CS139,A,96.6
student828@university.edu,Lily,Cox,CS139,D,66.8
student829@university.edu,Mila,Wilson,CS139,D,72.0
student830@university.edu,Zoe,Hughes,CS139,F,55.6
student831@university.edu,Liam,Chapman,CS139,F,56.8
student832@university.edu,Abigail,Rogers,CS139,D,68.5
student833@university.edu,James,Dixon,CS139,F,58.2
student834@university.edu,Sofia,Morris,CS139,D,69.7
student835@university.edu,Zoe,Peterson,CS139,D,67.8
student836@university.edu,Dylan,Lewis,CS140,C,80.4
student837@university.edu,Addison,Dixon,CS140,D,70.7
student838@university.edu,Elijah,Lewis,CS140,D,64.2
student839@university.edu,Chloe,Sanchez,CS140,C,84.3
student840@university.edu,Elijah,Cole,CS140,F,56.6
student841@university.edu,Elizabeth,Gomez,CS140,D,73.4
student842@university.edu,Eleanor,Fox,CS140,A,95.6
student843@university.edu,Jayden,Hall,CS140,D,60.1
student844@university.edu,Victoria,Smith,CS140,C,82.9
student845@university.edu,Hannah,Morgan,CS140,C,80.0
student846@university.edu,Ethan,Ward,CS140,B,90.9
student847@university.edu,Chloe,Garcia,CS140,C,79.8
student848@university.edu,Amelia,Roberts,CS140,D,65.3
student849@university.edu,Layla,Flores,CS140,F,59.7
student850@university.edu,Mia,Price,CS140,F,57.2
student851@university.edu,Hannah,Reed,CS140,D,63.5
student852@university.edu,Brooklyn,Cruz,CS140,D,63.5
student853@university.edu,Thomas,Sanchez,CS140,D,70.6
student854@university.edu,Joshua,Gonzalez,CS140,D,63.3
student855@university.edu,David,Murphy,CS140,D,71.5
student856@university.edu,Mia,Miller,CS140,A,94.8
student857@university.edu,Jacob,Edwards,CS141,F,58.4
student858@university.edu,Noah,Gonzalez,CS141,A,94.4
student859@university.edu,Aiden,Cox,CS141,D,73.0
student860@university.edu,Isabella,Young,CS141,C,79.4
student861@university.edu,Skylar,Graham,CS141,F,58.4
student862@university.edu,Isaiah,Wood,CS141,D,65.1
student863@university.edu,Hannah,Morris,CS141,F,55.1
student864@university.edu,Allison,Williams,CS141,A,99.6
student865@university.edu,Ryan,Roberts,CS141,D,69.9
student866@university.edu,Michael,Williams,CS141,C,78.6
student867@university.edu,Owen,Lee,CS141,C,76.4
student868@university.edu,James,Hughes,CS141,D,73.8
student869@university.edu,Scarlett,Johnson,CS141,C,80.7
student870@university.edu,Jayden,Anderson,CS141,C,81.7
student871@university.edu,Elijah,Scott,CS141,C,84.0
student872@university.edu,Jonathan,Burns,CS141,B,87.2
student873@university.edu,Natalie,Torres,CS141,C,76.1
student874@university.edu,Aiden,Rogers,CS141,D,61.1
student875@university.edu,Jack,Brooks,CS141,C,78.4
student876@university.edu,Avery,Thomas,CS141,A,97.3
student877@university.edu,Noah,Martinez,CS141,A,97.6
student878@university.edu,Abigail,Davis,CS141,B,85.6
student879@university.edu,Ryan,Harris,CS142,A,96.7
student880@university.edu,Josiah,Ward,CS142,C,80.5
student881@university.edu,Stella,Foster,CS142,A,99.0
student882@university.edu,Jack,Johnson,CS142,C,83.9
student883@university.edu,Sebastian,Brown,CS142,D,63.9
student884@university.edu,Elijah,Young,CS142,B,88.8
student885@university.edu,Wyatt,Clark,CS142,C,76.6
student886@university.edu,Leo,Flores,CS142,F,59.8
student887@university.edu,Gabriel,Nelson,CS142,A,97.5
student888@university.edu,Josiah,Jones,CS142,A,97.7
student889@university.edu,Mia,Evans,CS142,D,72.4
student890@university.edu,Leo,Anderson,CS142,D,62.9
student891@university.edu,Caleb,Shaw,CS142,C,81.9
student892@university.edu,Liam,Foster,CS142,B,90.0
student893@university.edu,Noah,Nelson,CS142,F,57.8
student894@university.edu,Samuel,Hall,CS142,A,93.3
student895@university.edu,Elizabeth,Flores,CS142,A,95.1
student896@university.edu,Nora,Ward,CS142,D,70.9
student897@university.edu,Addison,Murphy,CS142,A,99.6
student898@university.edu,Brooklyn,Graham,CS142,B,88.0
student899@university.edu,Stella,Jackson,CS143,C,82.4
student900@university.edu,Aiden,Lee,CS143,C,77.5
student901@university.edu,Henry,Russell,CS143,B,92.7
student902@university.edu,Penelope,Foster,CS143,C,83.0
student903@university.edu,Asher,Freeman,CS143,D,64.4
student904@university.edu,Penelope,Bennett,CS143,A,97.3
student905@university.edu,Lincoln,Campbell,CS143,A,95.6
student906@university.edu,Mila,Richardson,CS143,C,76.4
student907@university.edu,Hunter,Smith,CS143,B,86.4
student908@university.edu,Mia,Graham,CS143,D,61.4
student909@university.edu,Violet,Kelly,CS143,F,57.4
student910@university.edu,Avery,Anderson,CS143,D,61.6
student911@university.edu,Liam,Thomas,CS143,D,66.8
student912@university.edu,Addison,Russell,CS143,D,69.7
student913@university.edu,Evelyn,Stewart,CS143,B,85.8
student914@university.edu,Hannah,Lewis,CS143,B,91.5
student915@university.edu,Lillian,Taylor,CS143,D,72.3
student916@university.edu,Hunter,Mitchell,CS143,C,77.9
student917@university.edu,Chloe,Cole,CS143,F,57.0
student918@university.edu,Charlotte,Cox,CS143,C,82.0
student919@university.edu,Andrew,Perry,CS144,D,67.4
student920@university.edu,Scarlett,Burns,CS144,D,74.7
student921@university.edu,David,Gray,CS144,A,99.6
student922@university.edu,Mia,Morris,CS144,A,98.4
student923@university.edu,Scarlett,Carter,CS144,C,83.4
student924@university.edu,Carter,Cooper,CS144,D,69.1
student925@university.edu,Noah,Campbell,CS144,D,62.1
student926@university.edu,Sophia,Cox,CS144,C,80.6
student927@university.edu,Claire,Russell,CS144,B,91.3
student928@university.edu,Abigail,Brooks,CS144,B,92.6
student929@university.edu,Amelia,Cole,CS144,D,63.2
student930@university.edu,Joshua,Watson,CS144,B,91.2
student931@university.edu,Wyatt,Walker,CS144,B,90.3
student932@university.edu,Avery,Mitchell,CS144,A,98.7
student933@university.edu,Gabriel,Long,CS144,C,81.4
student934@university.edu,Logan,Patterson,CS144,C,79.8
student935@university.edu,Harper,Robinson,CS144,A,93.7
student936@university.edu,Hannah,Watson,CS144,A,95.3
student937@university.edu,Owen,Allen,CS144,C,84.9
student938@university.edu,Dylan,Morgan,CS144,D,61.2
student939@university.edu,Avery,Chapman,CS144,A,93.1
student940@university.edu,James,Roberts,CS144,A,96.6
student941@university.edu,Josiah,Campbell,CS145,C,83.4
student942@university.edu,Sophia,Kelly,CS145,F,56.7
student943@university.edu,Allison,Barnes,CS145,C,84.9
student944@university.edu,Chloe,Morgan,CS145,D,71.1
student945@university.edu,Eleanor,Kelly,CS145,C,76.8
student946@university.edu,Ryan,Thomas,CS145,F,59.6
student947@university.edu,Jacob,Fox,CS145,D,73.5
student948@university.edu,Sofia,Lewis,CS145,D,65.1
student949@university.edu,Isaiah,Gibson,CS145,A,98.4
student950@university.edu,Hunter,Gray,CS145,B,85.9
student951@university.edu,Henry,Clark,CS145,F,56.4
student952@university.edu,Leo,Hill,CS145,C,77.1
student953@university.edu,Isabella,Martinez,CS145,B,89.1
student954@university.edu,Landon,Thomas,CS145,A,98.2
student955@university.edu,Jacob,Brooks,CS145,D,65.3
student956@university.edu,Aria,Hill,CS145,D,72.1
student957@university.edu,Caleb,Jackson,CS145,D,73.5
student958@university.edu,Leo,Parker,CS145,D,65.8
student959@university.edu,Isaac,Thomas,CS145,A,98.9
student960@university.edu,Sofia,Hughes,CS145,A,97.3
student961@university.edu,Samuel,Baker,CS146,C,76.1
student962@university.edu,Luke,Smith,CS146,F,55.5
student963@university.edu,Zoe,Fox,CS146,C,75.7
student964@university.edu,Eleanor,Anderson,CS146,B,86.6
student965@university.edu,Andrew,Young,CS146,F,59.9
student966@university.edu,Grace,Bennett,CS146,D,72.5
student967@university.edu,Ellie,Lee,CS146,D,69.8
student968@university.edu,Noah,Flores,CS146,C,76.7
student969@university.edu,Brooklyn,Rogers,CS146,D,65.3
student970@university.edu,Michael,Scott,CS146,F,58.4
student971@university.edu,Noah,Morgan,CS146,B,85.6
student972@university.edu,Eleanor,Sanders,CS146,D,65.5
student973@university.edu,Amelia,Harris,CS146,F,59.6
student974@university.edu,Owen,Gibson,CS146,D,62.1
student975@university.edu,Lily,Ford,CS146,B,92.0
student976@university.edu,Carter,Murphy,CS146,F,59.1
student977@university.edu,Grace,Ward,CS146,A,96.1
student978@university.edu,Lucas,Moore,CS146,A,94.3
student979@university.edu,Ryan,Cruz,CS146,C,76.6
student980@university.edu,Ethan,Turner,CS146,D,70.1
student981@university.edu,Matthew,Campbell,CS146,B,89.4
student982@university.edu,Lily,Howard,CS146,A,96.1
student983@university.edu,Charles,Moore,CS147,D,69.8
student984@university.edu,Avery,Johnson,CS147,A,93.2
student985@university.edu,Aria,Cole,CS147,C,80.0
student986@university.edu,Emma,Brown,CS147,D,72.1
student987@university.edu,Ethan,Bryant,CS147,D,63.1
student988@university.edu,Aubrey,Morgan,CS147,F,56.5
student989@university.edu,Riley,Scott,CS147,F,57.4
student990@university.edu,Emma,Cox,CS147,D,71.0
student991@university.edu,Asher,Thompson,CS147,D,68.6
student992@university.edu,Charlotte,Gonzalez,CS147,C,81.1
student993@university.edu,Jayden,Richardson,CS147,A,94.9
student994@university.edu,Ellie,Turner,CS147,D,70.6
student995@university.edu,Wyatt,Wood,CS147,B,85.6
student996@university.edu,Samantha,Anderson,CS147,A,96.1
student997@university.edu,Christian,Flores,CS147,A,96.6
student998@university.edu,Chloe,Rogers,CS147,C,83.7
student999@university.edu,Zoe,Chapman,CS147,D,67.6
student1000@university.edu,Julian,Perez,CS147,D,72.6
student1001@university.edu,Josiah,Ross,CS147,B,89.0
student1002@university.edu,Isaac,Graham,CS147,B,88.8
student1003@university.edu,Sophia,Sanders,CS147,D,72.6
student1004@university.edu,Ava,Long,CS147,A,96.4
student1005@university.edu,Olivia,Roberts,CS148,D,70.1
student1006@university.edu,Amelia,Wood,CS148,D,63.5
student1007@university.edu,Ethan,Harris,CS148,F,57.6
student1008@university.edu,Harper,Garcia,CS148,D,67.2
student1009@university.edu,Sophia,Hughes,CS148,C,77.1
student1010@university.edu,Skylar,Morris,CS148,A,98.2
student1011@university.edu,Julian,Anderson,CS148,B,87.3
student1012@university.edu,Natalie,Rodriguez,CS148,C,80.9
student1013@university.edu,Landon,Turner,CS148,C,80.3
student1014@university.edu,Andrew,Rodriguez,CS148,B,91.6
student1015@university.edu,Camila,Nelson,CS148,A,94.1
student1016@university.edu,Mila,Hughes,CS148,B,89.9
student1017@university.edu,Grace,Wright,CS148,B,92.4
student1018@university.edu,Julian,Perez,CS148,A,99.1
student1019@university.edu,Savannah,Rodriguez,CS148,A,93.1
student1020@university.edu,Lincoln,Torres,CS148,D,66.1
student1021@university.edu,Jayden,Bennett,CS148,B,91.0
student1022@university.edu,Leo,Watson,CS148,A,99.2
student1023@university.edu,Lucas,Robinson,CS148,D,71.2
student1024@university.edu,William,Gomez,CS148,C,75.7
student1025@university.edu,Nathan,White,CS148,C,76.7
student1026@university.edu,Anna,Howard,CS149,B,92.3
student1027@university.edu,Nora,Evans,CS149,C,76.5
student1028@university.edu,Mia,Rodriguez,CS149,C,81.5
